ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
705-97-8209|180026395612663|Tammy|Alexander|F|55737 James Vista|Saint Petersburg|FL|33710|27.7898|-82.7243|341043|Scientist, water quality|1969-12-16|822391006454|adults_50up_female_urban.json
843-06-2718|3534614466276331|Aaron|Bean|M|76142 Nicholas Hill|Hutchinson|KS|67501|38.055|-97.9311|50951|Sales promotion account executive|1958-09-30|121233029209|adults_50up_male_urban.json
407-69-6906|4470465689694|Jordan|Webb|M|68830 Joshua Forges|Logansport|IN|46947|40.7604|-86.3599|28866|Radiographer, therapeutic|1987-06-12|664358045781|adults_2550_male_urban.json
234-52-3720|3559229127065930|Douglas|Williams|M|62911 Jackson Passage Apt. 471|Vail|AZ|85641|32.0027|-110.7053|21753|Scientist, physiological|1991-10-19|22301959346|adults_2550_male_urban.json
550-15-7313|3507578984974995|Joan|Burke|F|21711 Payne Lodge Suite 658|Madras|OR|97741|44.6376|-121.1349|11912|Chief of Staff|1963-12-23|680979485593|adults_50up_female_urban.json
679-14-0155|6011735631631293|Joel|Friedman|M|2616 Lynch Forge Suite 881|Cary|NC|27513|35.7956|-78.7941|131592|Chartered management accountant|1977-03-09|921588135355|adults_2550_male_urban.json
539-89-9667|4682013071675326|Brian|Walker|M|1317 Adams Camp|Reading|PA|19604|40.3507|-75.9143|213013|Armed forces technical officer|1956-03-10|757247712419|adults_50up_male_urban.json
855-08-3976|30295458583564|Steven|Hoover|M|998 Eric Vista|Vicksburg|MS|39180|32.3258|-90.8506|48264|Health promotion specialist|1963-06-26|807450374964|adults_50up_male_urban.json
619-81-2526|4517419258147628|Tanner|Rodriguez|M|360 Heather Locks|Albertville|AL|35950|34.2739|-86.2064|33924|Exhibitions officer, museum/gallery|1969-05-31|659584348138|adults_50up_male_urban.json
367-34-1601|4531563093079|Kyle|Boyd|M|096 Cox Turnpike Suite 240|Slaton|TX|79364|33.4629|-101.6732|8172|Surveyor, planning and development|1984-11-19|824570462343|adults_2550_male_urban.json
620-23-1764|38351668113395|Julie|Villa|F|72173 Villegas Squares Apt. 422|Seattle|WA|98118|47.5412|-122.275|837792|Doctor, hospital|1979-10-18|935164598041|adults_2550_female_urban.json
097-89-8606|3506323654018141|Dylan|Jackson|M|02435 Heidi Inlet Suite 651|Louisville|KY|40228|38.1442|-85.6265|736284|Commercial/residential surveyor|1989-03-14|810324211184|adults_2550_male_urban.json
437-85-1068|374099414753988|Lisa|Brown|F|0542 Roberson Course|Elberton|GA|30635|34.1082|-82.8448|16109|Youth worker|1994-07-07|558585418579|adults_2550_female_urban.json
395-10-1157|676335659428|Nicole|Wheeler|F|23766 Aguilar Manors|Syracuse|UT|84075|41.0864|-112.0451|24506|Tourism officer|1983-02-03|851147709540|adults_2550_female_urban.json
584-45-3830|4194118390936|Richard|Torres|M|240 Coleman Fall Apt. 463|North Liberty|IN|46554|41.5425|-86.4133|4942|Engineer, drilling|1962-09-17|329879058099|adults_50up_male_urban.json
530-69-9905|4437518669403|Jordan|Parsons|M|2438 Patrick River Apt. 855|Cincinnati|OH|45249|39.2692|-84.3307|795220|Advertising art director|1980-12-13|293989509811|adults_2550_male_urban.json
349-03-9464|348895947039693|Shelly|Henderson|F|59176 Williams Mount Apt. 883|Clayton|DE|19938|39.2564|-75.6904|8357|Accountant, chartered management|1981-12-12|837680266326|adults_2550_female_urban.json
818-76-5575|4887344966866798997|Deanna|Smith|F|0690 Meghan Road|Tucson|AZ|85705|32.2691|-110.9845|865276|Printmaker|1964-02-21|94094938120|adults_50up_female_urban.json
027-98-3521|180071567566503|Matthew|Jones|M|16744 James Square Apt. 596|Milwaukee|WI|53204|43.0158|-87.9317|817312|Teaching laboratory technician|1971-10-01|358703311557|adults_50up_male_urban.json
285-42-0273|4669375402428619|Kaitlyn|Warner|F|7140 Mark Wall|Stone Mountain|GA|30087|33.8105|-84.1361|112402|Financial adviser|1991-08-19|354501950431|adults_2550_female_urban.json
503-55-2826|6581638493680632|Erica|Bell|F|101 Scott Ports|Hurley|NY|12443|41.9327|-74.0687|3825|Multimedia programmer|1995-01-05|367653848476|adults_2550_female_urban.json
826-79-3415|639048527753|Joseph|Blake|M|65620 Julie Forge|Whittier|CA|90602|33.9693|-118.0337|189948|Forensic scientist|1980-11-10|748630171049|adults_2550_male_urban.json
217-81-9751|4896331812335761701|Jerry|Robinson|M|4457 Mercado Extensions|Powder Springs|GA|30127|33.9135|-84.6859|60347|Patent attorney|1974-07-27|149852234418|adults_50up_male_urban.json
251-51-7283|180008989774752|Lisa|Sutton|F|8529 Allison Mission|Bettendorf|IA|52722|41.5509|-90.4942|34754|Psychiatric nurse|2003-03-16|278258954541|young_adults_female_urban.json
772-31-7803|6568740420767511|Elizabeth|Wallace|F|1157 Denise Fords|Marion|IA|52302|42.0411|-91.5941|36980|Barrister's clerk|1974-12-07|646916522291|adults_50up_female_urban.json
808-05-0763|3506565823445387|Victoria|Mcbride|F|3523 Shelly Meadows Apt. 004|Hamlin|NY|14464|43.3076|-77.927|7524|Psychologist, prison and probation services|1982-12-24|936427008630|adults_2550_female_urban.json
755-11-1150|060434956110|Kyle|Cannon|M|1181 Shaw Summit Suite 466|Layton|UT|84041|41.0879|-111.9704|67651|Camera operator|1980-06-01|800203770568|adults_2550_male_urban.json
482-58-6965|2668704796668297|Alexis|Watson|F|6599 Smith Row|Miami|FL|33130|25.7672|-80.2059|1737737|Water engineer|1992-06-04|300938906974|adults_2550_female_urban.json
169-90-3813|3502927640547395|Joseph|Thompson|M|40513 Amanda Lane|Arlington|TN|38002|35.2752|-89.7295|38927|Amenity horticulturist|1973-06-10|533900199040|adults_50up_male_urban.json
462-32-3494|213147852474420|Aaron|Murphy|M|1023 Brewer Villages Suite 186|Battle Creek|MI|49037|42.3453|-85.2178|92270|Patent attorney|1932-06-18|952911784276|adults_50up_male_urban.json
491-39-1565|4351830258532|Derek|Duffy|M|8153 Little Square Apt. 789|San Antonio|TX|78222|29.3831|-98.396|1595797|Land|1950-11-27|963548971360|adults_50up_male_urban.json
827-80-0949|3512865581675924|Cindy|Harris|F|348 Amy Stravenue|Vista|CA|92083|33.1978|-117.2482|112033|Architectural technologist|1973-03-08|63274916767|adults_50up_female_urban.json
546-09-4231|6011429242195977|Natasha|Allen|F|121 Moore Fields|Toccoa|GA|30577|34.5665|-83.3114|22230|Hotel manager|1972-09-02|322496879500|adults_50up_female_urban.json
412-12-3222|4555301530308|Robert|Phillips|M|8110 Ward Plaza Suite 557|Philadelphia|PA|19148|39.9207|-75.1595|1526206|Optometrist|1972-08-16|922307386027|adults_50up_male_urban.json
443-31-5005|371829912699454|Christian|Butler|M|106 Samantha Summit|High Point|NC|27260|35.954|-79.9884|116061|Museum/gallery exhibitions officer|1997-02-01|708593163524|adults_2550_male_urban.json
707-79-1529|501882242164|Kimberly|Butler|F|17562 Houston Port|Pioneer|OH|43554|41.6656|-84.5363|2408|Museum/gallery curator|1964-12-12|163013780613|adults_50up_female_rural.json
542-25-4440|30100593257225|Kristen|Bryant|F|20074 Gilbert Street|Albuquerque|NM|87120|35.1421|-106.7041|641349|Conservation officer, historic buildings|1938-01-13|885854565329|adults_50up_female_urban.json
570-60-2001|4145205802860604|Dwayne|Johnson|M|0654 Baker Unions|Moreno Valley|CA|92553|33.9157|-117.2351|193933|Oceanographer|1972-07-06|44414537655|adults_50up_male_urban.json
594-03-4214|2698566430165566|Renee|Walker|F|887 Bailey Square Apt. 136|Ashland|PA|17921|40.7732|-76.343|7676|Associate Professor|1982-06-06|710459275753|adults_2550_female_urban.json
142-76-0378|5438604794719906|Cindy|Smith|F|48953 Stephanie Port Suite 419|Middletown|OH|45044|39.4182|-84.4245|79273|Community development worker|1948-05-09|503626213645|adults_50up_female_urban.json
749-07-5926|4728395167309|Robert|Rivera|M|67084 Briggs Pines|Rochester|MN|55904|44.0105|-92.3973|117815|Patent attorney|1989-03-03|879758394077|adults_2550_male_urban.json
390-89-2446|3558228280183234|James|Williams|M|8467 Fowler Parkway Apt. 964|Wilmington|NC|28405|34.2651|-77.867|186140|Jewellery designer|1993-04-15|609033707664|adults_2550_male_urban.json
492-35-4600|3597521353175555|Linda|Moore|F|8741 Janice Highway Suite 267|Rego Park|NY|11374|40.7278|-73.8602|43600|IT trainer|1960-06-12|132115826609|adults_50up_female_urban.json
668-16-8078|6553496551564196|Jamie|Moreno|M|00935 Bruce Creek Suite 301|Los Angeles|CA|90038|34.0898|-118.3215|2383912|Land|1997-06-16|522163256899|adults_2550_male_urban.json
655-20-2828|4284834927668098462|Matthew|Williams|M|804 Laura Flat|Bonifay|FL|32425|30.8464|-85.69|14268|Hydrologist|2000-03-11|6672441208|adults_2550_male_urban.json
859-43-3591|30358667155440|Jason|Smith|M|260 Washington Grove|Fullerton|CA|92832|33.868|-117.9265|134733|Operational researcher|1959-06-13|771517826173|adults_50up_male_urban.json
508-18-0788|4364991192856724|Robert|Diaz|M|15538 Michelle Spring|Boston|MA|02121|42.3071|-71.0816|386505|Research scientist (medical)|1989-09-08|375612021560|adults_2550_male_urban.json
563-18-1464|4264395678446078|Kristina|Frank|F|5199 Catherine Circles|Cambridge|MD|21613|38.5643|-76.0874|17330|Programmer, multimedia|1953-11-21|410097541224|adults_50up_female_urban.json
071-20-9382|4414925316498286|Olivia|Wolf|F|974 Wallace Keys Suite 590|Bellevue|NE|68123|41.1156|-95.9393|60409|Quarry manager|1957-08-07|395217487731|adults_50up_female_urban.json
311-93-4315|4436877156922095|Derek|Salazar|M|6341 Clark Ramp|Miami|FL|33175|25.7341|-80.4068|1737737|Psychologist, educational|1931-02-05|135148109008|adults_50up_male_urban.json
680-07-1799|2274773494314872|Casey|Gomez|M|8564 Jeffrey Groves Suite 416|Belleville|IL|62221|38.5396|-89.9583|95666|Social research officer, government|1991-09-25|963484855281|adults_2550_male_urban.json
384-60-3507|3523285558095799|Elizabeth|Freeman|F|660 Kristin Pines|Sandy|UT|84070|40.5794|-111.8816|105585|Garment/textile technologist|1974-01-26|702777208646|adults_50up_female_urban.json
796-25-6727|4347040714697141|Nicholas|Vasquez|M|341 Reeves Ports Suite 083|Latrobe|PA|15650|40.2926|-79.4103|28432|Restaurant manager|1984-12-31|313269889798|adults_2550_male_urban.json
732-99-6594|502070396101|Angela|Bailey|F|017 Shelby Mount|Woonsocket|RI|02895|41.9846|-71.5194|41186|Teacher, primary school|1954-09-07|712065108872|adults_50up_female_urban.json
589-05-8010|180092855162151|Laura|Norman|F|6353 Tucker Garden Suite 589|Glendale|AZ|85304|33.5943|-112.1746|280389|Orthoptist|1933-03-05|537066227547|adults_50up_female_urban.json
466-17-2177|213141335139015|Denise|Williams|F|2749 Ryan Vista Apt. 579|Huntington|WV|25705|38.4096|-82.369|74975|Patent attorney|1999-12-19|843710373985|adults_2550_female_urban.json
712-35-8523|560073565825|James|Johnson|M|2637 Zimmerman Union|Grand Prairie|TX|75051|32.7115|-97.0069|174375|Broadcast journalist|2006-02-16|971270305789|young_adults_male_urban.json
885-98-8571|6591122321425260|Angela|Rodriguez|F|892 Patrick Way Suite 657|Albert Lea|MN|56007|43.6537|-93.3707|21228|Geneticist, molecular|1993-03-27|694192029116|adults_2550_female_urban.json
387-48-3519|4544118185136731|Jorge|Smith|M|03881 Sean Stravenue Suite 841|Silver Spring|MD|20904|39.0668|-76.9969|282095|Software engineer|1975-04-13|986891547939|adults_50up_male_urban.json
883-64-1316|4220148333540112727|Joshua|Pruitt|M|08764 Velez Cape|South Bend|IN|46617|41.685|-86.2351|145459|Teacher, primary school|1983-07-04|727661038142|adults_2550_male_urban.json
495-56-1777|213176295076716|Mallory|Lopez|F|2048 Hoffman Shoals|Grand Rapids|MI|49504|42.9737|-85.7265|375580|Hydrographic surveyor|1995-08-17|550198101181|adults_2550_female_urban.json
834-74-3644|562645649673|Elizabeth|Chapman|F|0539 Paul Glen|Macon|GA|31206|32.7914|-83.679|165895|Teacher, adult education|1979-04-07|792698748151|adults_2550_female_urban.json
769-63-0254|4251970181587|Laura|Lopez|F|670 Ramirez Crest|Marianna|AR|72360|34.7759|-90.7785|6466|Learning mentor|1944-02-23|274544074021|adults_50up_female_urban.json
613-32-6521|3552602216908870|Jacob|Hill|M|93358 Katelyn Views|Chester|VA|23831|37.3429|-77.4156|44523|Hydrogeologist|1970-04-12|748149476370|adults_50up_male_urban.json
655-11-0070|6573517454693513|Alexander|Martin|M|0128 Jaime Ports|New Britain|CT|06053|41.6867|-72.7908|73240|Lawyer|1963-02-23|564219731896|adults_50up_male_urban.json
597-91-7901|3535971771703055|Jason|Hayes|M|412 Kent Square|Mooresville|NC|28115|35.5774|-80.8226|69793|Museum/gallery exhibitions officer|1981-08-06|360797923315|adults_2550_male_urban.json
402-33-8862|4337684187679|John|Contreras|M|64345 Rhodes Skyway|Brooklyn|IA|52211|41.7321|-92.4285|2624|Exhibitions officer, museum/gallery|1959-03-04|89518966326|adults_50up_male_urban.json
781-61-3873|563249675742|Wendy|Peterson|F|8480 Haynes Mill|Winter Haven|FL|33880|27.9873|-81.7625|95906|Engineer, water|1988-09-28|128177703894|adults_2550_female_urban.json
095-45-6341|584270799599|Nathan|Evans|M|1110 Ashley Ports Suite 647|Keller|TX|76248|32.9276|-97.2489|95035|Medical illustrator|1956-06-03|739979614786|adults_50up_male_urban.json
360-54-5594|30289722693481|George|Harding|M|90984 Rice Keys|Fort Worth|TX|76104|32.7256|-97.3184|813980|Pension scheme manager|2002-04-14|923466964685|young_adults_male_urban.json
389-93-9669|3561382687097771|Jeffrey|Brooks|M|399 Thomas Fork|West Palm Beach|FL|33410|26.8467|-80.088|459921|Research scientist (maths)|1971-10-05|646257011093|adults_50up_male_urban.json
764-98-7276|5307351289622066|Kimberly|Santana|F|3233 Brett Divide|Pacific|WA|98047|47.2666|-122.2435|6339|Engineer, structural|1966-04-02|646894155466|adults_50up_female_urban.json
259-36-6211|639060694309|James|Cooper|M|57865 Carol Course|Tustin|CA|92780|33.7364|-117.8229|80773|Copy|1956-10-26|375834756711|adults_50up_male_urban.json
494-92-0796|639064488542|Kim|Chan|F|11980 Jackson Keys Suite 280|Staunton|VA|24401|38.1574|-79.0651|35499|Jewellery designer|1976-03-31|452878816689|adults_2550_female_urban.json
136-47-5457|675986887866|Alexander|White|M|922 John Club|Hillsboro|OH|45133|39.1679|-83.6064|23900|Quarry manager|1939-04-19|987989291479|adults_50up_male_urban.json
637-92-5342|180063992879874|Caitlin|Blackwell|F|14249 Robles Extensions Apt. 796|Staten Island|NY|10312|40.5457|-74.1792|468730|Insurance claims handler|1951-03-02|125844333041|adults_50up_female_urban.json
009-31-3190|4700510287451200|Bridget|Moore|F|75454 Raymond Pines|Hazlehurst|MS|39083|31.8562|-90.4051|10626|Research scientist (physical sciences)|1940-07-13|152984647671|adults_50up_female_urban.json
886-90-1117|576627501520|Jared|Becker|M|4203 Brown Place Suite 483|Denton|TX|76210|33.1428|-97.0727|139552|Engineer, drilling|2000-05-29|627122764142|adults_2550_male_urban.json
520-64-2323|4680601457927|Crystal|Morales|F|8581 Smith Lakes|Homestead|FL|33033|25.4906|-80.438|155317|Armed forces operational officer|1961-09-02|119066659123|adults_50up_female_urban.json
443-64-9983|30209251920188|Christopher|Cummings|M|33297 Marie Ports Apt. 795|Pennsylvania Furnace|PA|16865|40.71|-77.996|1839|Risk analyst|1931-03-29|649233807720|adults_50up_male_rural.json
352-69-6095|341639714920751|Sandra|Stevens|F|2487 Brandi Estate|Kettleman City|CA|93239|35.9754|-119.946|1688|Musician|1976-07-05|378516696378|adults_2550_female_rural.json
082-67-8937|4249773677249|Elizabeth|Reid|F|549 Stone Expressway|Edinburg|TX|78541|26.4481|-98.2842|136507|Trade mark attorney|1966-06-16|953373158983|adults_50up_female_urban.json
371-61-1808|374380299034805|Margaret|Martinez|F|600 Ashley Branch Apt. 657|Comfort|TX|78013|29.9791|-98.8438|5930|Estate agent|1956-10-21|457319022032|adults_50up_female_urban.json
295-22-6644|6011254920369300|Linda|Miller|F|015 Steven Coves Apt. 722|Council Grove|KS|66846|38.6959|-96.5469|3504|Occupational hygienist|1962-05-02|283750594603|adults_50up_female_urban.json
888-43-6900|3501842933598479|Robert|Martin|M|596 Buck Orchard|Duluth|MN|55807|46.7408|-92.1698|116688|Publishing rights manager|1975-09-19|272098683812|adults_2550_male_urban.json
021-22-2723|6011473650032991|Alan|Johnson|M|4761 Turner Mission|San Antonio|TX|78261|29.7055|-98.4191|1595797|Retail manager|1995-03-31|272682708416|adults_2550_male_urban.json
723-42-5212|4423169792067549393|Christina|Blanchard|F|045 Jodi Skyway Apt. 528|Saint Paul|MN|55126|45.0736|-93.138|753116|Psychotherapist, child|1968-02-03|762605527899|adults_50up_female_urban.json
343-59-3247|4330734533026|William|Henderson|M|24740 Lee Viaduct|Clarksville|TN|37042|36.5853|-87.4186|151785|Proofreader|1964-07-27|60805065474|adults_50up_male_urban.json
236-45-0735|346023251071556|Erika|Villarreal|F|404 Edwin Rue|Hiawassee|GA|30546|34.9063|-83.7274|6496|Hydrographic surveyor|1967-03-23|377726496568|adults_50up_female_urban.json
313-10-1290|3555125380781912|Ryan|Short|M|53494 Christina Well Suite 157|Ringwood|NJ|07456|41.0928|-74.2659|12211|Interior and spatial designer|1976-05-19|546998197132|adults_2550_male_urban.json
402-56-3779|4463061621856354|Carlos|Sawyer|M|6150 Moore Island|Worcester|MA|01606|42.311|-71.7958|181315|Training and development officer|1981-02-16|723969896621|adults_2550_male_urban.json
513-46-6882|3571433608090102|Angela|Mitchell|F|103 Todd Passage Apt. 893|Claremont|CA|91711|34.1092|-117.7183|35705|Arboriculturist|1966-02-10|877380418573|adults_50up_female_urban.json
673-15-6323|4687851856906|Willie|Burton|M|6882 Mendoza Pine Apt. 072|New York City|NY|10040|40.8583|-73.9296|1577385|Ranger/warden|2001-04-17|902615693935|young_adults_male_urban.json
742-82-9077|2267237356407835|Monica|Joseph|F|306 Farley Pike|Carmel|IN|46033|39.9744|-86.0829|77123|Therapist, sports|1968-01-23|689702977962|adults_50up_female_urban.json
381-14-4183|379836714674900|Terri|Gray|F|5185 Barry Corner Suite 456|Willoughby|OH|44094|41.6302|-81.4076|35234|Armed forces technical officer|1968-05-20|735947346085|adults_50up_female_urban.json
815-47-6590|4318073920029|Gregory|Davenport|M|5337 Olson Garden Apt. 316|Los Angeles|CA|90011|34.0079|-118.2582|2383912|Research scientist (life sciences)|1944-09-03|612838201149|adults_50up_male_urban.json
111-76-2636|6011548720124025|Troy|Moses|M|5005 Lawrence Bypass Apt. 998|Kissimmee|FL|34746|28.268|-81.4675|228365|Engineer, manufacturing|1971-05-14|930152599735|adults_50up_male_urban.json
412-81-7508|4246163034387|Daniel|Lambert|M|91435 Christina River|West Boylston|MA|01583|42.3584|-71.7838|7591|Equities trader|1971-11-15|21414345345|adults_50up_male_urban.json
709-92-4555|2499654662897352|Ariel|Obrien|F|25275 Brown Expressway Apt. 302|Knoxville|TN|37921|35.9793|-84.003|391389|Environmental manager|1991-09-23|39887232316|adults_2550_female_urban.json
392-96-7670|30125158904184|Samuel|Martin|M|1666 Jenna Unions|Huntsville|AL|35803|34.6205|-86.551|190178|Colour technologist|2001-08-31|201218361926|young_adults_male_urban.json
594-17-7993|180047909863618|Gabriel|Wells|M|444 Alexis Estate Suite 824|Billings|MT|59102|45.7813|-108.5727|128125|Software engineer|1989-05-27|921460407733|adults_2550_male_urban.json
196-93-1156|4371450311809|Melissa|James|F|914 Cassandra Gateway Suite 061|Fresno|CA|93720|36.8579|-119.7655|570271|Agricultural consultant|1972-05-14|499348764671|adults_50up_female_urban.json
